Rx_time,rho,X,Y,Z,B,sigma_rho,SVID
418947.445282923,20346005.7094345,-6972931.98188214,-19282208.2482323,17259162.0823556,210817.687981871,4.197094412,17
418947.445282923,20678540.3393228,-16027308.4571974,-19594842.4309429,8259788.65743589,85381.0905529779,5.096471786,19
418947.445282923,23766214.9517944,-14543164.1172582,8141615.40573809,20245588.443256,-28684.0398570534,18.287339938,24
418947.445282923,22155924.738475,-1168327.37484138,-26223220.4732024,3070250.5508773,-158417.624794794,5.696056702,30
418948.445282922,23312180.8774649,13116664.898409,-12380496.5554515,19047075.5967203,62006.0322710608,4.796679328,1
418948.445282922,24022079.8164155,-5764976.45863887,-23764185.6516527,-10177182.3241131,173241.754836419,28.780075968,6
418948.445282922,21469312.5915914,-22464181.6377538,-12500320.8214212,6895397.81492423,145221.94348464,4.796679328,13
418948.445282922,21406908.9726339,2868693.30124562,-17317665.7315509,19900026.4991188,-4254.87586192507,3.597509496,14
418948.445282922,22665752.7778883,-23833556.4226689,-1253263.13586798,11481836.6093253,5413.36437277824,7.195018992,15
418948.445282922,20346110.1315375,-6971130.61958709,-19281102.628104,17261185.3160342,210817.689561198,4.796679328,17
418948.445282922,20678144.3589818,-16026338.0809319,-19594344.6486435,8262742.43696273,85381.0923430334,5.096471786,19
418948.445282922,23765538.1276491,-14543439.4751632,8138956.95545399,20246486.38522,-28684.0458108658,18.287339938,24
418948.445282922,22156385.9128294,-1167932.02037566,-26223586.7190786,3067147.43337104,-158417.624851418,5.696056702,30
418949.445282923,23312353.1460144,13116667.5999974,-12378001.2851371,19048702.8596874,62006.0298261366,4.197094412,1
418949.445282923,24021387.5313773,-5764745.54269466,-23765479.2852027,-10174301.9812193,173241.755616231,32.97717038,6
418949.445282923,21469644.9484385,-22464723.5554108,-12501066.2088312,6892376.75779734,145221.945433902,5.096471786,13
418949.445282923,21407172.7152248,2871022.12600239,-17318671.6630861,19898801.882056,-4254.87305706503,3.297717038,14
418949.445282923,22665902.9195618,-23834824.7747743,-1254159.91650592,11479235.4292826,5413.36507436339,7.195018992,15
418949.445282923,20346217.6946796,-6969328.98871656,-19279996.9741057,17263208.1922704,210817.691140669,4.197094412,17
418949.445282923,20677756.964148,-16025367.378883,-19593846.6984642,8265696.04192645,85381.0941329617,5.096471786,19
418949.445282923,23764877.5671068,-14543714.9767177,8136298.40886951,20247383.8796105,-28684.0517645976,15.889000274,24
418949.445282923,22156857.3828123,-1167536.70022412,-26223952.5957216,3064044.2497151,-158417.624908097,6.295641618,30
418950.445282923,23312514.4209268,13116670.4456484,-12375505.8076812,19050329.7020571,62006.0273812336,4.197094412,1
418950.445282923,24020694.9671357,-5764514.72247863,-23766772.568959,-10171421.420027,173241.756396058,40.47198183,6
418950.445282923,21469957.9006434,-22465265.2263393,-12501811.3194898,6889355.55474287,145221.947383257,5.096471786,13
418950.445282923,21407443.6822058,2873350.75791917,-17319677.6569383,19897576.8405178,-4254.87025224293,3.297717038,14
418950.445282923,22666051.5605165,-23836092.8730054,-1255056.49185889,11476634.0028805,5413.36577616189,7.195018992,15
418950.445282923,20346323.4778996,-6967527.08942857,-19278891.2862215,17265230.7110527,210817.692720285,4.197094412,17
418950.445282923,20677353.4104126,-16024396.3510306,-19593348.580363,8268649.47250125,85381.0959227628,5.096471786,19
418950.445282923,23764234.2124792,-14543990.6218513,8133639.76620687,20248280.9264039,-28684.0577182486,11.99169832,24
418950.445282923,22157327.1426738,-1167141.41449682,-26224318.1031256,3060940.99985896,-158417.62496483,5.696056702,30
418951.445282923,23312681.3497097,13116673.4354056,-12373010.1232692,19051956.1237047,62006.024936352,4.197094412,1
418951.445282923,24019972.42342,-5764283.99762778,-23768065.5030871,-10168540.6403105,173241.757175899,39.572604456,6
418951.445282923,21470279.5430568,-22465806.6504627,-12502556.1533139,6886334.20610572,145221.949332706,4.796679328,13
418951.445282923,21407710.1470307,2875679.19718023,-17320683.7130802,19896351.3744809,-4254.86744745866,3.297717038,14
418951.445282923,22666192.732778,-23837360.7173331,-1255952.86212463,11474032.3301226,5413.36647817377,7.195018992,15
418951.445282923,20346431.0759421,-6965724.92168497,-19277785.5645514,17267252.8723181,210817.694300045,4.796679328,17
418951.445282923,20676954.9521407,-16023424.9974336,-19592850.2944275,8271602.72841694,85381.0977124366,5.096471786,19
418951.445282923,23763556.9346283,-14544266.4107641,8130981.02682101,20249177.525735,-28684.0636718199,11.99169832,24
418951.445282923,22157800.7764837,-1166746.16305522,-26224683.2412768,3057837.68392486,-158417.625021619,6.295641618,30
